@relation clean_data

@attribute Location {Mumbai,Pune,Chennai,Coimbatore,Hyderabad,Jaipur,Kochi,Delhi,Bangalore,Kolkata,Ahmedabad}
@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Mileage numeric
@attribute Engine numeric
@attribute Power numeric
@attribute Seats numeric
@attribute Price numeric

@data
Chennai,2019,12336,Petrol,17,1591,121.3,5,11.88
Pune,2009,60000,Petrol,13.9,1599,103.2,5,2.25
Pune,2003,83000,Petrol,14.2,1597,92,5,0.85
Pune,2018,24000,Petrol,19.69,1198,67.04,5,4
Hyderabad,2016,32198,Petrol,16.5,1198,86.8,5,5.1
Chennai,2014,92247,Diesel,12.99,2494,100.6,7,12.5
Coimbatore,2011,121311,Diesel,20.64,1498,108.5,5,2.9
Mumbai,2016,66296,Diesel,16,2179,140,7,15.96
Kochi,2015,41000,Petrol,16.9,1197,82,5,5.45
Kochi,2017,38681,Diesel,13.5,2198,157.7,7,23.86
Hyderabad,2008,43761,Petrol,18,995,62,5,1.75
Bangalore,2017,17400,Diesel,24.52,1248,88.5,7,9.75
Delhi,2013,61510,Diesel,25.8,1498,98.6,5,4.75
Bangalore,2014,60000,Petrol,17.4,1497,117.3,5,6.25
Kochi,2014,35165,Diesel,23.8,1998,112,5,22
Kolkata,2016,41617,Petrol,14.53,1794,138.1,5,14.14
Delhi,2005,45000,Petrol,17,1086,0,5,0.95
Delhi,2014,65000,Petrol,13.7,1798,157.75,5,11.95
Mumbai,2011,68000,Petrol,18.9,998,67.1,5,2.5
Coimbatore,2013,49000,Petrol,19.81,1086,68.05,5,2.75
Ahmedabad,2019,16698,Petrol,23.84,1199,84,5,5.85
Mumbai,2016,30965,Petrol,21.4,1197,83.1,5,6.25
Pune,2014,56058,Petrol,15.04,1598,103.2,5,4.95
Delhi,2017,15356,Petrol,18.9,1197,81.86,5,4.75
Pune,2013,54000,Diesel,20,1399,68.05,5,2.55
Kochi,2011,47000,Petrol,13.9,1799,130.3,5,4.5
Hyderabad,2015,21652,Petrol,22.74,796,47.3,5,3.01
Kolkata,2016,52000,Diesel,15.68,1999,177,5,42
Hyderabad,2010,35010,Diesel,12.4,2698,179.5,5,11.5
Jaipur,2006,76662,Diesel,11,2987,198.5,5,10.99
Jaipur,2009,89000,Petrol,17,1497,118,5,3.71
Kochi,2006,80000,Petrol,10.1,2354,152,5,2
Jaipur,2018,39023,Diesel,28.09,1248,88.5,5,9.48
Jaipur,2004,62000,Petrol,18.9,998,67.1,5,1.25
Kolkata,2015,78046,Diesel,19.67,1582,126.2,5,10.9
Coimbatore,2015,34400,Diesel,28.09,1248,88.5,5,5.5
Mumbai,2016,64624,Petrol,21.1,814,55.2,5,3.71
Chennai,2014,69192,Petrol,16.02,1373,93.7,7,6.25
Mumbai,2012,55000,Diesel,20.54,1598,103.6,5,4.9
Kochi,2005,81000,Petrol,12.8,1493,100,5,1.1
Kochi,2016,36733,Petrol,16.47,1198,73.9,5,4.72
Mumbai,2017,24310,CNG,33.44,796,40.3,4,3.7
Jaipur,2016,43022,Diesel,17.9,2143,136,5,24.85
Kolkata,2013,74000,Diesel,14.66,2199,194.3,7,12.25
Kochi,2014,47000,Diesel,22.9,1248,74,5,3.9
Mumbai,2017,37460,Petrol,18.6,1197,81.86,5,6.28
Coimbatore,2011,130000,Diesel,14,2498,112,8,2.75
Mumbai,2017,31576,Petrol,18.9,1197,82,5,7.85
Mumbai,2011,66000,Petrol,15.04,1598,103.6,5,2.95
Bangalore,2008,79000,Petrol,11.7,2354,177.6,5,4.85
Bangalore,2011,47140,Diesel,13.5,2925,281.61,5,30
Bangalore,2016,36610,Diesel,15,2143,107.3,5,19.9
Hyderabad,2016,93000,Diesel,20.5,1582,126.2,5,10.8
Mumbai,2007,52195,Petrol,19.7,796,46.3,5,1.75
Delhi,2016,20003,Diesel,20.38,1968,143,5,19.25
Chennai,2013,66314,Diesel,19.87,1461,83.8,5,5.5
Bangalore,2009,76000,Diesel,17.8,1399,68,5,2.75
Mumbai,2015,29000,Diesel,19.67,1582,126.2,5,13
Coimbatore,2011,30000,Diesel,20,1399,68,5,3.2
Hyderabad,2013,56526,Petrol,15.26,1598,103.5,5,5.84
Chennai,2015,38000,Diesel,16.8,1969,150,5,24
Hyderabad,2012,41000,Diesel,19.08,1582,126.32,5,6.25
Chennai,2009,53000,Diesel,14.49,2993,258,5,36
Chennai,2003,125000,Diesel,14.8,1998,68,5,3
Chennai,2010,242000,Diesel,11.5,2982,171,7,11
Hyderabad,2015,90000,Diesel,26.21,1248,88.5,5,6.5
Kochi,2018,11000,Diesel,24.3,1248,88.5,5,9.4
Pune,2018,21936,Diesel,21.76,1995,190,5,37.92
Chennai,2013,41000,Petrol,14.4,1598,103.6,5,5.25
Chennai,2011,47000,Petrol,17,1197,80,5,4.5
Coimbatore,2009,110000,Diesel,11,2993,235,5,18
Bangalore,2015,45960,Petrol,19.1,1197,82,5,5.56
Hyderabad,2013,48000,Diesel,14.21,2143,203,5,22
Mumbai,2011,68000,Diesel,12.39,2179,147.51,5,22
Jaipur,2011,41000,Petrol,20.36,1197,78.9,5,2.65
Chennai,2013,69573,Diesel,22.32,1582,126.32,5,5.85
Kolkata,2012,115000,Diesel,19.33,1968,138.1,5,6.95
Jaipur,2012,47629,Diesel,15.1,2179,140,7,6.5
Delhi,2004,66624,Petrol,19.7,796,35,8,0.85
Pune,2013,80000,Petrol,14.67,1798,177.46,5,7.25
Mumbai,2012,94868,Diesel,22.9,1248,74,5,4.5
Chennai,2010,76477,Diesel,10.5,2179,120,8,4.25
Coimbatore,2016,28000,Petrol,13.7,1991,183,5,26
Bangalore,2017,28599,Diesel,16.55,2498,105,6,9.66
Coimbatore,2013,45348,Diesel,19.01,1461,108.45,5,6.85
Delhi,2013,80127,Diesel,12.8,1968,167.6,5,23.68
Pune,2013,68000,Diesel,12.39,2179,147.51,5,15.75
Delhi,2012,75000,Diesel,20.54,1598,103.6,5,3.5
Coimbatore,2006,48000,Petrol,11.62,2979,306,5,6.99
Coimbatore,2019,41871,Diesel,22.7,1582,126.2,5,15.57
Kolkata,2015,84931,Diesel,15.3,2956,83.8,7,5.29
Chennai,2016,15000,Petrol,22.7,799,53.64,5,2.25
Mumbai,2009,110000,Diesel,11.7,2993,245,5,20
Chennai,2011,5900,Petrol,7.94,4395,450,4,47.5
Chennai,2002,103653,Petrol,18.9,1061,47,5,1.22
Pune,2012,64806,Petrol,16.47,1198,73.9,5,3.65
Bangalore,2016,35000,Petrol,20.62,1198,67,7,3.1
Kochi,2016,40000,Petrol,15.29,1591,121.3,5,11.5
Coimbatore,2015,23876,Petrol,24.07,998,67.1,5,3.46
Pune,2013,67901,Diesel,14.66,2199,194.3,7,8.38
Pune,2014,68865,Diesel,15.11,1598,103.6,5,4.8
Chennai,2014,71000,Diesel,25.8,1498,98.6,5,4.5
Kolkata,2004,95000,Petrol,15.9,1298,0,5,0.8
Hyderabad,2014,25000,Diesel,22.9,1248,74,5,3.95
Mumbai,2012,180000,Diesel,20.5,1598,103.5,5,3.65
Delhi,2005,131000,Diesel,11,2987,198.5,5,10
Hyderabad,2011,65000,Diesel,12.05,2179,120,8,4
Bangalore,2012,117777,Diesel,21.64,1461,84.8,5,4.75
Kochi,2009,65000,Petrol,17.5,1298,85.8,5,3.1
Coimbatore,2017,46897,Petrol,21.1,814,55.2,5,3.61
Kolkata,2015,36695,Petrol,19.4,1198,86.8,5,4.29
Mumbai,2011,43000,Petrol,18.06,1198,75,5,2.13
Hyderabad,2008,54000,Petrol,19.7,796,46.3,5,1.1
Mumbai,2011,89000,Diesel,22.69,1995,190,5,13.95
Hyderabad,2014,7000,Petrol,16.47,1198,74,5,5.35
Kolkata,2014,58470,Petrol,23.1,998,67.04,5,3.9
Mumbai,2014,37000,Petrol,21.5,1197,81.8,5,2.8
Hyderabad,2016,29000,Diesel,26.21,1248,88.5,5,8.75
Kolkata,2013,52000,Diesel,16.55,1968,147.51,5,19.5
Hyderabad,2013,32807,Petrol,19.4,1198,86.8,5,2.75
Delhi,2013,86000,Diesel,11.79,2179,120,8,8
Ahmedabad,2014,66500,Diesel,26,1498,98.6,5,5.7
Chennai,2012,94000,Diesel,17.05,1995,184,5,12.5
Chennai,2011,29000,Petrol,18,995,62,5,1.75
Ahmedabad,2010,107389,Diesel,20,1399,68,5,1.9
Mumbai,2015,36100,Petrol,20.4,1197,81.8,5,4.5
Hyderabad,2015,16329,Diesel,19.27,2143,170,5,30.3
Kochi,2014,36000,Diesel,19.3,1968,141,5,16
Jaipur,2017,41816,Diesel,18.56,1995,190,5,32.78
Hyderabad,2015,54680,Petrol,21.1,814,55.2,5,2.5
Kochi,2017,14000,Diesel,18.25,1968,187.74,5,43
Hyderabad,2017,23977,Petrol,18.16,1196,86.8,5,5.38
Hyderabad,2013,30131,Petrol,20.92,998,67.1,5,2.65
Hyderabad,2017,2530,Petrol,24.7,796,47.3,5,3.3
Chennai,2015,39000,Diesel,19.27,2143,167.62,5,34
Kochi,2001,140000,Petrol,20.3,1086,68,5,0.7
Kochi,2017,32257,Diesel,24.4,1120,71,5,6.83
Chennai,2016,46983,Diesel,25.8,1498,98.6,5,5.77
Mumbai,2008,107000,Diesel,17.8,1248,75,5,3.1
Bangalore,2017,19000,Petrol,16.2,1199,74,5,4.95
Coimbatore,2013,88000,Diesel,17.11,1968,174.33,5,16.25
Chennai,2012,84384,Diesel,10.2,4367,308,7,52.54
Bangalore,2011,128000,Diesel,16,2179,140,7,6.4
Kolkata,2011,71000,Diesel,13.1,2499,141,7,6.95
Chennai,2008,50000,Diesel,17.2,1396,53.5,5,0.85
Kolkata,2016,16000,Petrol,21.4,1197,83.1,5,6.95
Delhi,2017,82000,Diesel,24.4,1120,71,5,3.45
Delhi,2008,80000,Petrol,13.5,1799,130,5,2.75
Coimbatore,2015,36000,Petrol,18.6,1197,81.83,5,4.95
Coimbatore,2018,17477,Petrol,17,1198,108.5,5,9.62
Mumbai,2016,16725,Petrol,18.6,1197,81.83,5,6.79
Kochi,2014,48241,Petrol,19.1,1197,85.8,5,4.5
Bangalore,2014,52431,Petrol,22.5,998,67.04,5,3.01
Hyderabad,2012,68000,Diesel,21.9,1396,88.76,5,4.4
Coimbatore,2012,158000,Diesel,12.55,2982,168.5,7,17.49
Chennai,2014,31446,Petrol,20.36,1197,78.9,5,4.66
Ahmedabad,2015,25000,Petrol,18.9,1197,82,5,5.5
Hyderabad,2016,57000,Petrol,18.6,1197,81.83,5,6
Kochi,2007,76000,Petrol,17,1086,0,5,2.4
Kochi,2018,57078,Diesel,24.3,1248,88.5,5,10.19
Hyderabad,2016,47471,Diesel,25.8,1498,98.6,5,5.25
Ahmedabad,2014,50000,Diesel,15.26,2143,203.2,5,45
Coimbatore,2010,62000,Diesel,23,1396,90,5,2.7
Hyderabad,2013,65807,Petrol,19.81,1086,68.05,5,3.39
Kochi,2014,81768,Diesel,26.59,1248,74,5,5.69
Hyderabad,2018,9952,Petrol,10.37,2979,306,2,58.54
Hyderabad,2017,24000,Diesel,27.39,1248,74,5,8.4
Pune,2012,72921,Diesel,25.44,936,57.6,5,2.5
Mumbai,2012,59000,Petrol,19.4,1198,86.8,5,3.25
Pune,2014,33000,Diesel,20,1399,68.05,5,3.25
Jaipur,2016,36789,Petrol,23.1,998,67.04,5,4.25
Hyderabad,2014,41000,Diesel,14.84,2143,170,5,18.5
Jaipur,2007,71000,Petrol,17,1086,0,5,2.4
Mumbai,2015,46650,Petrol,19.4,1198,86.8,5,4.25
Coimbatore,2018,3000,Petrol,21.4,1197,83.1,5,8.85
Mumbai,2014,14799,Petrol,21.1,814,55.2,5,4.14
Hyderabad,2011,44000,Electric,0,1798,73,5,12.75
Hyderabad,2015,68525,Diesel,23,1396,90,5,7
Ahmedabad,2018,15000,Diesel,10.91,3198,197,7,33
Kochi,2017,29000,Petrol,17.4,1497,117.3,5,10
Jaipur,2012,77407,Diesel,21.5,1248,88.8,5,3.53
Delhi,2007,118000,Petrol,12.9,1598,102.5,5,1.35
Pune,2013,75000,Diesel,20.54,1598,103.6,5,4.5
Kochi,2012,69000,Petrol,16.8,1497,116.3,5,4.9
Mumbai,2016,52553,Diesel,19.67,1582,126.2,5,12.26
Mumbai,2014,58000,Diesel,24.4,1120,71,5,3.99
Hyderabad,2017,24000,Diesel,17.9,2143,170,5,46.95
Ahmedabad,2015,65542,Diesel,20,1399,68,5,3.8
Coimbatore,2013,68008,Diesel,15,1896,105,5,6.75
Chennai,2017,22251,Diesel,18.49,1493,100,7,8.75
Kochi,2013,55000,Petrol,15.8,1499,110,5,5.2
Pune,2017,19387,Petrol,17.1,1591,121.3,5,8.42
Mumbai,2014,58000,CNG,26.6,998,58.16,5,3
Kolkata,2016,24001,Petrol,18.6,1197,81.83,5,5.75
Delhi,2008,17000,Diesel,15.2,1968,140.8,5,9.75
Jaipur,2015,28500,Petrol,19.49,1198,67.04,5,3.5
Delhi,2014,66000,Diesel,15.26,2143,203.2,5,30
Coimbatore,2017,22000,Diesel,12.83,2179,147.5,5,35
Mumbai,2018,44383,Petrol,15.8,1591,121.3,5,13.25
Jaipur,2013,45000,Diesel,20.5,1598,103.5,5,3.65
Delhi,2015,58000,Diesel,23.4,1248,74,5,5.25
Coimbatore,2016,69000,Petrol,15.8,1591,121.3,5,9.7
Pune,2017,60993,Diesel,24,1120,70,5,5.21
Kochi,2016,67000,Diesel,18.49,1493,100,7,6.3
Chennai,2014,51134,Diesel,24,1120,70,5,4.72
Coimbatore,2011,55000,Diesel,11.7,2993,245,5,28
Delhi,2018,25082,Diesel,28.4,1248,73.75,5,8.37
Hyderabad,2012,68350,Diesel,12.55,2982,168.5,7,14
Pune,2015,50000,Diesel,17.68,1968,174.33,5,36
Coimbatore,2015,97000,Diesel,27.3,1498,98.6,5,6.4
Jaipur,2015,56238,Diesel,11.33,4134,335.2,7,51.69
Hyderabad,2014,72618,Diesel,12.05,2179,120,7,8
Hyderabad,2012,62005,Diesel,18.3,1991,147.9,5,9.8
Coimbatore,2012,61250,Diesel,25.44,936,57.6,5,2.7
Kochi,2014,28469,Diesel,18.25,1968,187.74,5,24.37
Pune,2018,21488,Petrol,14.3,1598,103.52,5,9.72
Pune,2014,197000,Diesel,23.4,1248,74,5,5
Jaipur,2009,138205,Diesel,11.5,2982,171,7,10.5
Coimbatore,2012,160000,Diesel,22.9,1248,74,5,3.9
Mumbai,2012,67590,Petrol,17,1497,118,5,5.65
Bangalore,2012,52000,Diesel,15.26,2143,203.2,5,29.95
Kolkata,2008,100000,Diesel,17.8,1248,75,5,3
Mumbai,2017,60048,Diesel,26.1,1498,99,5,6
Kolkata,2009,48000,Petrol,20.36,1197,78.9,5,2.11
Jaipur,2010,47000,Petrol,14.6,0,0,0,1.49
Coimbatore,2011,100000,Petrol,19.7,796,46.3,5,1.5
Bangalore,2013,62601,Diesel,23.59,1364,0,5,4.67
Coimbatore,2006,80010,Petrol,20.4,1197,81.8,5,2.85
Hyderabad,2017,26493,Diesel,19.27,2143,170,5,33.64
Jaipur,2011,96000,Diesel,17.88,1396,52.8,5,0.91
Kolkata,2014,45700,Petrol,22.74,796,47.3,5,2.42
Kolkata,2005,13000,Petrol,9.3,2771,193.1,5,3.25
Coimbatore,2013,38000,Petrol,16.47,1198,73.9,5,2.8
Bangalore,2019,8018,Petrol,22,1197,81.8,5,8.3
Jaipur,2010,144400,Diesel,12.05,2179,120,8,5.25
Pune,2010,152000,Diesel,17.8,1248,75,5,2.9
Jaipur,2013,71000,Diesel,18.88,1995,184,5,15
Mumbai,2012,80000,Petrol,25.4,624,37.5,4,0.53
Mumbai,2014,87143,Diesel,12.99,2494,100,8,12.5
Pune,2012,25000,Petrol,18.4,1198,86.8,5,2.75
Kochi,2018,2000,Petrol,23.84,1199,83.83,5,5
Hyderabad,2014,45239,Diesel,12.05,2179,120,8,7.09
Mumbai,2011,101999,Diesel,16.73,1995,218,5,19.99
Mumbai,2014,74219,Diesel,21.43,1364,87.2,5,10.75
Hyderabad,2016,25000,Petrol,18,1497,117.3,5,9.45
Kolkata,2008,109606,Diesel,22,1582,126.2,5,2.9
Coimbatore,2015,36000,Diesel,26.59,1248,74,5,4.7
Jaipur,2016,41810,Petrol,20.73,1373,91.1,5,7.11
Hyderabad,2014,93321,Diesel,22.7,1498,89.84,5,6.25
Kochi,2011,81000,Petrol,20.92,998,67.1,5,2.2
Delhi,2019,25717,Petrol,19,1199,88.76,5,8.86
Coimbatore,2015,37000,Diesel,15.1,2179,140,7,9.3
Chennai,2017,56380,Diesel,18.49,1493,100,7,7.57
Kochi,2017,8000,Petrol,18.2,1199,88.7,5,7.9
Delhi,2018,14589,Petrol,16.1,1298,88.2,5,5.65
Coimbatore,2013,65088,Petrol,16.47,1198,73.9,5,3.25
Coimbatore,2019,24864,Diesel,20.5,1582,126.2,5,16.27
Kolkata,2011,64831,Petrol,18.6,1199,79.4,5,3.21
Mumbai,2013,38001,Diesel,25.8,1498,98.6,5,3.9
Hyderabad,2008,77000,Petrol,10,2496,157.7,5,6.5
Mumbai,2016,27000,Diesel,18.59,2993,265,5,48
Pune,2016,39000,Diesel,20.38,1968,143,5,18.9
Kolkata,2015,131000,Diesel,26.59,1248,74,5,3.6
Pune,2015,43000,Diesel,26.59,1248,74,5,5.5
Bangalore,2011,68000,Diesel,12.8,2494,102,7,7
Hyderabad,2016,45165,Diesel,16.09,1995,184,5,41.75
Coimbatore,2007,120000,Diesel,16.73,1995,218,5,10.5
Delhi,2014,86091,Diesel,15.1,2179,140,7,10.09
Chennai,2009,71499,Petrol,17,1497,118,5,3
Jaipur,2014,50000,Diesel,17,2200,139.01,7,12
Kolkata,2015,66000,Diesel,20.14,1498,88,5,4.91
Hyderabad,2010,45000,Petrol,16,1198,90,5,2
Mumbai,2015,69189,Diesel,23.59,1364,67.06,5,5.3
Kochi,2014,40206,Diesel,19.01,1461,108.5,5,7.22
Mumbai,2017,36723,Diesel,18.56,1995,190,5,32.57
Kochi,2010,57500,Petrol,18.5,1197,80,5,2.75
Hyderabad,2018,43912,CNG,15.1,1196,73,5,4.33
Kochi,2011,52000,Diesel,17.8,1399,68,5,3.75
Chennai,2014,60952,Petrol,16.8,1497,118,5,5.91
Delhi,2013,87192,Diesel,25.2,1248,74,5,4.35
Pune,2014,58000,Diesel,24,1120,70,5,3.25
Mumbai,2017,59500,Diesel,14.75,2967,245,7,68
Kochi,2016,16650,Petrol,17,1198,74,5,5.5
Kochi,2018,34696,Petrol,18,1497,117.3,5,12.08
Jaipur,2018,42243,Diesel,27.39,1248,74,5,7.48
Jaipur,2016,57824,Diesel,24,1120,70,5,5.5
Delhi,2011,110000,Diesel,19.3,1248,73.9,5,3.5
Delhi,2006,63000,Petrol,16.1,0,0,0,1.6
Hyderabad,2013,72000,Diesel,0,2179,115,5,15.5
Hyderabad,2013,63455,Diesel,11.5,2982,171,7,19
Pune,2017,17151,Diesel,27.3,1498,98.6,5,8.4
Kolkata,2016,31001,Diesel,24.3,1248,88.5,5,7.25
Delhi,2014,42109,Diesel,23.4,1248,74,5,4.25
Hyderabad,2015,55000,Diesel,21.66,1498,103.52,5,5.7
Hyderabad,2013,46000,Diesel,0,2179,115,5,26
Pune,2013,30852,Petrol,22.74,796,47.3,5,2.49
Delhi,2011,65000,Petrol,16.47,1198,73.9,5,3
Delhi,2015,65000,Diesel,26,1498,98.6,5,5.95
Bangalore,2013,72000,Diesel,23.4,1248,74,5,2.69
Kolkata,2014,29000,Diesel,17.11,1968,174.33,5,26
Chennai,2015,32000,Petrol,17.8,1497,117.3,5,5.5
Kochi,2016,29875,Petrol,18.16,1196,86.8,5,4.85
Hyderabad,2018,32539,Diesel,24.3,1248,88.5,5,8.39
Hyderabad,2015,83090,Diesel,19.01,1461,108.45,5,7.99
Mumbai,2016,62679,Diesel,21.19,1396,88.73,5,6.95
Mumbai,2010,93000,Petrol,15.7,1390,75,5,1.5
Bangalore,2006,44000,Petrol,17.7,1497,78,5,1.55
Mumbai,2010,78400,Petrol,15.6,1196,70,5,2.75
Kolkata,2014,71300,Petrol,13.06,1598,102.53,5,4.25
Coimbatore,2015,18000,Petrol,20.36,1197,78.9,5,2.85
Ahmedabad,2019,24013,Diesel,12.81,1999,148.31,7,56.14
Mumbai,2009,99100,Petrol,9.74,1984,208,5,10
Kolkata,2003,62000,Petrol,11.3,1298,83.1,8,1.25
Coimbatore,2017,14000,Diesel,26.59,1248,74,5,7.5
Ahmedabad,2015,44811,Diesel,17.11,1968,174.33,5,25.81
Chennai,2014,44000,Petrol,16.47,1198,74,5,4.3
Jaipur,2010,136000,Diesel,11.5,2982,171,7,11
Coimbatore,2010,144113,Diesel,11.5,2982,171,7,11.75
Chennai,2012,94989,Petrol,12.8,2354,177.6,5,6.58
Pune,2012,58133,Diesel,22.9,1248,74,5,4.8
Kolkata,2008,61000,Petrol,17.5,1198,70,5,1.65
Ahmedabad,2017,27000,Diesel,17.1,1956,170,5,15
Hyderabad,2014,18050,Petrol,25.4,624,37.5,4,1
Ahmedabad,2007,145277,Petrol,15.3,1596,101,5,1.65
Delhi,2015,42000,Diesel,27.62,793,47,5,3.6
Ahmedabad,2011,86000,Diesel,11.5,2982,171,7,11.5
Pune,2015,42150,Diesel,27.62,793,47,5,3.6
Bangalore,2015,30158,Petrol,21.1,814,55.2,5,3.05
Ahmedabad,2011,47000,Diesel,23.5,1498,90,5,6
Coimbatore,2013,39000,Petrol,16.47,1198,74,5,3.75
Coimbatore,2016,32125,Petrol,16.2,1199,74,5,6.17
Coimbatore,2017,58829,Diesel,24.3,1248,88.5,5,9.05
Pune,2013,67559,Petrol,19.4,1198,86.8,5,4.05
Kolkata,2013,55000,Petrol,17.5,1298,85.8,5,4.25
Mumbai,2018,30000,Petrol,23.1,998,67.04,5,3.75
Kochi,2016,28000,Petrol,13,1591,121.3,5,11.85
Hyderabad,2016,31826,Diesel,22.7,1498,89.84,5,8.24
Jaipur,2016,64000,Diesel,17.8,1248,0,5,5.99
Coimbatore,2008,100009,Petrol,13.1,1997,141.1,5,6.5
Delhi,2019,17201,Diesel,12.51,2179,187.7,7,58.91
Kochi,2014,74345,Diesel,15.1,2179,140,7,8
Kochi,2015,58134,Petrol,16.47,1198,74,5,4.64
Chennai,2010,30566,Petrol,19.2,1197,80,5,3.32
Kochi,2012,55231,Petrol,20.36,1197,78.9,5,2.78
Mumbai,2016,67774,Diesel,14.81,1998,163.7,5,8.95
Ahmedabad,2013,50319,Petrol,12,1991,181.03,5,21.95
Kolkata,2013,45000,Petrol,11.7,2359,134,5,7.9
Kolkata,2007,43627,Petrol,11.74,1796,186,5,29
Mumbai,2013,45000,Diesel,22.07,1199,73.9,5,3.25
Coimbatore,2014,10500,Petrol,17.4,1497,117.3,5,5.9
Coimbatore,2017,21789,Diesel,24.3,1248,88.5,5,9.88
Kolkata,2019,21134,Petrol,18.6,1197,81.86,5,8.78
Kochi,2011,90000,Diesel,13.93,2179,138.1,7,2.75
Delhi,2014,51553,Diesel,21.64,1461,84.8,5,5.98
Delhi,2011,31000,Petrol,10.9,2497,215,5,31
Kochi,2011,67422,Petrol,14.53,1798,138,5,3.55
Kolkata,2015,60519,Diesel,22.32,1582,126.32,5,6.24
Hyderabad,2009,34000,Diesel,19.3,1248,73.9,5,2.19
Pune,2013,68434,Diesel,28.4,1248,73.75,5,5.5
Coimbatore,2014,17000,Petrol,24.07,998,67.1,5,2.1
Kolkata,2011,43686,Petrol,10.5,5000,503,4,50.66
Mumbai,2012,22000,Diesel,14.84,2143,170,5,14
Pune,2013,79225,Diesel,22,1582,126.2,5,5.5
Hyderabad,2007,63000,Petrol,14.2,1598,102,5,1.2
Chennai,2014,61922,Petrol,20.4,1197,81.8,5,5.3
Kochi,2015,85000,Diesel,23.9,1582,126.2,5,6.3
Delhi,2017,26192,Diesel,17.9,2143,168,5,40.47
Delhi,2013,65000,Diesel,13,2982,168.5,7,16.1
Mumbai,2014,44999,Diesel,12.8,1968,167.6,5,25
Delhi,2008,81308,Diesel,13.2,1995,170,5,7.95
Coimbatore,2016,35000,Petrol,24.7,796,47.3,5,2.65
Hyderabad,2012,65349,Petrol,20.92,998,67.1,5,2.81
Mumbai,2012,80000,Petrol,15.64,1798,167.62,5,17.5
Kochi,2012,61000,Petrol,16.1,1197,85,5,3.3
Hyderabad,2019,31817,Petrol,22.5,998,67.04,5,5.34
Kochi,2016,41000,Diesel,21.14,1498,103.52,5,8.5
Ahmedabad,2010,82606,Petrol,16,1198,90,5,2.69
Coimbatore,2015,52000,Diesel,16,2179,140,7,11.5
Hyderabad,2011,50318,Petrol,18.5,1197,85.8,5,4.06
Bangalore,2016,50000,Diesel,17.9,2143,201.15,5,49
Delhi,2012,72000,Diesel,20.5,1598,103.5,5,4.6
Mumbai,2015,63776,Diesel,24,1120,70,5,3.96
Kolkata,2015,28133,Petrol,18.6,1197,81.86,5,5.6
Jaipur,2017,45000,Diesel,22.95,1248,74,5,3.75
Delhi,2015,55697,Diesel,22.54,1396,88.73,5,5.5
Mumbai,2012,62000,Diesel,20.5,1598,103.5,5,3
Pune,2011,48000,Petrol,16,1368,90,5,3
Hyderabad,2010,90246,Petrol,16.1,1298,88.2,5,2.95
Pune,2015,80500,Diesel,25,1396,69,5,2.45
Bangalore,2012,119000,Diesel,14.84,2143,170,5,13.99
Kolkata,2016,28541,Diesel,11.57,2987,254.79,5,60.75
Chennai,2008,45500,Petrol,0,1086,0,5,1.17
Mumbai,2012,41000,Petrol,16.8,1497,116.3,5,4.5
Chennai,2010,58000,Petrol,18.5,1197,80,5,2.5
Delhi,2015,99000,Diesel,13,2982,168.5,7,20.5
Chennai,2014,31200,Petrol,18.9,1197,82,5,3.9
Hyderabad,2009,85000,Diesel,15,1896,105,5,3.5
Chennai,2016,60924,Petrol,15.63,1499,110.4,5,8.3
Kolkata,2012,45000,Petrol,21.1,814,55.2,5,2.5
Kochi,2011,44000,Petrol,19.15,1198,75.94,5,2.65
Kochi,2016,30534,Petrol,19,1199,88.7,5,7.42
Kolkata,2016,46399,Petrol,16.47,1198,74,5,4.63
Delhi,2008,42000,Petrol,19.7,796,46.3,5,1.09
Mumbai,2011,67000,Diesel,22.32,1582,126.32,5,3.8
Coimbatore,2013,58000,Diesel,10,2148,170,5,15.75
Mumbai,2015,27000,Petrol,17.57,1193,88.7,5,5.27
Chennai,2012,39566,Petrol,18.4,1198,86.8,5,2.75
Jaipur,2016,14980,Diesel,27.3,1498,98.6,5,7.4
Jaipur,2017,18491,Petrol,24.07,998,67.1,5,3.9
Pune,2000,90000,Petrol,17.3,993,60,5,0.7
Coimbatore,2015,118211,Diesel,22.54,1396,88.73,5,5.9
Delhi,2016,63316,Diesel,22.7,1598,118,5,9.58
Kochi,2014,42000,Diesel,14.21,2143,203,5,24.95
Delhi,2015,25648,Petrol,13.7,1399,98.82,7,4.29
Mumbai,2011,67612,Diesel,14.21,2143,203,5,11.5
Mumbai,2016,33000,Diesel,16,2179,140,7,9.65
Pune,2015,20000,Petrol,20.36,1197,78.9,5,3.75
Coimbatore,2007,143000,Petrol,14.2,1341,82.9,5,1.1
Pune,2014,118218,Diesel,12.07,2967,241.4,7,31.41
Pune,2012,99000,Diesel,12.05,2179,120,8,6
Jaipur,2016,22700,Petrol,18.7,1199,88.7,5,5.55
Kolkata,2017,28000,Diesel,14,2179,138.1,7,10.91
Hyderabad,2014,62000,Diesel,15.1,2179,140,7,7.25
Delhi,2012,107023,Diesel,22.07,1199,73.9,5,3.9
Mumbai,2012,71082,Diesel,19.3,1248,73.9,5,3.95
Delhi,2013,60000,Diesel,15.73,1968,174.33,5,22
Mumbai,2014,21701,Petrol,23.1,998,67.04,5,3.38
